onset	duration	trial_type	response_time	stim_file	resp	acc
6.30081697584	0.5	scene1	0.0503219828242	k078.jpg	2.0	1.0
9.30071691955	0.5	baseline	0.317104089772	BL	1.0	1.0
14.8017757731	0.5	scene1	0.183639571536	k078.jpg	2.0	1.0
17.8008335017	0.5	COND	0.000326910521835	k026.jpg	2.0	1.0
20.800815774	0.5	face2	0.0669793949928	k025.jpg	2.0	1.0
23.8010026658	0.5	COND	0.300302452408	k026.jpg	2.0	0.0
26.8009795297	0.5	scene2	0.0669772917172	k085.jpg	1.0	1.0
29.8011078301	0.5	COND	0.317015150911	k026.jpg	1.0	1.0
32.8010621587	0.5	scene2	0.0336489462061	k085.jpg	2.0	1.0
35.8010922056	0.5	COND	0.23364035273	k026.jpg	1.0	1.0
38.8011273605	0.5	scene1	0.0836440183921	k078.jpg	2.0	1.0
41.8011925624	0.5	COND	0.200387124438	k026.jpg	2.0	1.0
44.8014560738	0.5	face2	0.0669310194207	k025.jpg	1.0	1.0
47.8012796985	0.5	COND	0.366981378174	k026.jpg	2.0	1.0
50.8014040926	0.5	face2	0.0835631922819	k025.jpg	1.0	1.0
53.8013590223	0.5	baseline	0.133640593151	BL	2.0	1.0
59.3024590401	0.5	scene2	0.0169599847868	k085.jpg	1.0	1.0
62.3015474166	0.5	COND	0.267054933007	k026.jpg	1.0	1.0
65.3015014447	0.5	face2	0.433669317979	k025.jpg	2.0	1.0
68.3015825714	0.5	COND	0.250379492645	k026.jpg	2.0	1.0
71.3015810691	0.5	face2	0.0169461631449	k025.jpg	2.0	1.0
74.3016177263	0.5	COND	0.250327811926	k026.jpg	2.0	1.0
77.3016871347	0.5	scene2	0.367003312451	k085.jpg	1.0	1.0
80.30178659	0.5	COND	0.117024044739	k026.jpg	2.0	1.0
83.3019344209	0.5	scene1	0.167095736717	k078.jpg	1.0	1.0
86.3018578012	0.5	COND	0.033673885162	k026.jpg	2.0	1.0
89.3018752284	0.5	scene1	0.000314891687594	k078.jpg	1.0	1.0
92.3019103833	0.5	COND	0.417014610022	k026.jpg	1.0	1.0
95.3019455382	0.5	scene1	0.066967075807	k078.jpg	2.0	1.0
98.301971679	0.5	COND	0.0336321198847	k026.jpg	1.0	1.0
101.302093069	0.5	scene2	0.416991774342	k085.jpg	2.0	1.0
104.302069031	0.5	baseline	0.0335861480562	BL	2.0	1.0
109.803167546	0.5	face1	0.0169858251465	k053.jpg	1.0	1.0
112.802138139	0.5	COND	0.433677130146	k026.jpg	1.0	1.0
115.802312411	0.5	scene2	0.43370236957	k085.jpg	1.0	1.0
118.802248712	0.5	baseline	0.283593359403	BL	2.0	1.0
124.303336711	0.5	face2	0.116932702134	k025.jpg	2.0	1.0
127.302412167	0.5	baseline	0.383672743454	BL	1.0	1.0
132.803614945	0.5	face1	0.0336155941477	k053.jpg	1.0	1.0
135.802501106	0.5	COND	0.350482914131	k026.jpg	2.0	1.0
138.802617688	0.5	scene2	0.133687466267	k085.jpg	1.0	1.0
141.802597256	0.5	COND	0.183645280427	k026.jpg	1.0	1.0
144.802718345	0.5	scene2	0.0503093630541	k085.jpg	1.0	1.0
147.802700016	0.5	COND	0.300391090685	k026.jpg	1.0	1.0
150.803224636	0.5	scene1	0.0503523302032	k078.jpg	2.0	1.0
153.802790458	0.5	COND	0.467104330193	k026.jpg	2.0	1.0
156.802903735	0.5	face1	0.233616615646	k053.jpg	1.0	1.0
159.802931979	0.5	baseline	0.433619139716	BL	1.0	1.0
165.303958682	0.5	scene2	0.368005978176	k085.jpg	2.0	1.0
168.302961725	0.5	COND	0.167023624177	k026.jpg	1.0	1.0
171.303071096	0.5	scene1	0.117039368721	k078.jpg	2.0	1.0
174.303059978	0.5	COND	0.31699832459	k026.jpg	1.0	1.0
177.303100241	0.5	face2	0.3336695584	k025.jpg	1.0	1.0
180.303155528	0.5	COND	0.05033670587	k026.jpg	2.0	1.0
183.303205706	0.5	scene2	0.150285686133	k085.jpg	1.0	1.0
186.303203603	0.5	baseline	0.417167248321	BL	1.0	1.0
191.804666888	0.5	face1	0.0335936597548	k053.jpg	1.0	1.0
194.803343021	0.5	COND	0.0837368634529	k026.jpg	2.0	1.0
197.803410326	0.5	face2	0.150316634448	k025.jpg	1.0	1.0
200.803443377	0.5	COND	0.383649306837	k026.jpg	2.0	1.0
203.803555452	0.5	scene2	0.23366318841	k085.jpg	2.0	1.0
206.803516692	0.5	baseline	0.0336318194168	BL	1.0	1.0
212.304633235	0.5	scene2	0.016962388414	k085.jpg	2.0	1.0
215.303641386	0.5	baseline	0.0336540541612	BL	1.0	1.0
220.804915376	0.5	face2	0.100300228805	k025.jpg	1.0	1.0
223.803830081	0.5	baseline	0.0336131902877	BL	2.0	1.0
229.304872409	0.5	scene2	0.500318497303	k085.jpg	1.0	1.0
232.303969198	0.5	COND	0.316975789377	k026.jpg	2.0	1.0
235.304011865	0.5	scene2	0.250290553784	k085.jpg	2.0	1.0
238.303988128	0.5	COND	0.367027349886	k026.jpg	2.0	1.0
241.304014569	0.5	scene2	0.233653573436	k085.jpg	2.0	1.0
244.304068654	0.5	COND	0.300295541529	k026.jpg	1.0	1.0
247.304230006	0.5	scene2	0.316979996045	k085.jpg	1.0	1.0
250.304141968	0.5	baseline	0.150325047551	BL	2.0	1.0
255.805243188	0.5	scene1	0.0836515302071	k078.jpg	1.0	1.0
258.804276278	0.5	baseline	0.417020018562	BL	1.0	1.0
264.305516615	0.5	face2	0.283596664551	k025.jpg	1.0	1.0
267.304409085	0.5	COND	0.316990512307	k026.jpg	2.0	1.0
270.304444841	0.5	face2	0.117053791182	k025.jpg	2.0	1.0
273.304576146	0.5	COND	0.333637708682	k026.jpg	2.0	1.0
276.304482099	0.5	face1	0.183686144301	k053.jpg	2.0	1.0
279.304583958	0.5	baseline	0.0336213030387	BL	2.0	1.0
284.80576991	0.5	face1	0.466996161151	k053.jpg	2.0	1.0
287.804720972	0.5	baseline	0.100299327518	BL	1.0	1.0
293.305861854	0.5	scene1	0.183661505813	k078.jpg	1.0	1.0
296.304845968	0.5	COND	0.166968337726	k026.jpg	2.0	1.0
299.304891338	0.5	face1	0.483765948913	k053.jpg	1.0	1.0
302.304934906	0.5	COND	0.3003279923	k026.jpg	2.0	1.0
305.305049085	0.5	scene1	0.283617997775	k078.jpg	1.0	1.0
308.305018437	0.5	COND	0.400327751762	k026.jpg	2.0	1.0
311.305068014	0.5	face2	0.216957701137	k025.jpg	1.0	1.0
314.305238681	0.5	baseline	0.233607601607	BL	1.0	1.0
319.806201384	0.5	face1	0.417001990369	k053.jpg	1.0	1.0
322.80523177	0.5	baseline	0.333677070099	BL	2.0	1.0
328.306319168	0.5	face1	0.416975248489	k053.jpg	1.0	1.0
331.305354361	0.5	baseline	0.100284604472	BL	1.0	1.0
336.80641622	0.5	scene1	0.216967917047	k078.jpg	1.0	0.0
339.805491075	0.5	COND	0.000311286072247	k026.jpg	1.0	1.0
342.805570699	0.5	scene1	0.317039488931	k078.jpg	1.0	1.0
345.805628089	0.5	COND	0.333642816637	k026.jpg	1.0	1.0
348.805716727	0.5	scene2	0.250347342342	k085.jpg	1.0	1.0
351.805643413	0.5	COND	0.216995560215	k026.jpg	1.0	1.0
354.805698098	0.5	face1	0.40036951704	k053.jpg	1.0	1.0
357.805824295	0.5	baseline	0.450283763115	BL	1.0	1.0
363.30690929	0.5	scene1	0.0503012504196	k078.jpg	2.0	1.0
366.305886192	0.5	COND	0.233638249454	k026.jpg	2.0	1.0
369.305902718	0.5	face1	0.217031015665	k053.jpg	1.0	1.0
372.305969422	0.5	baseline	0.150286888005	BL	1.0	1.0
377.807046905	0.5	face1	0.133654414793	k053.jpg	2.0	1.0
380.806099525	0.5	baseline	0.43364588148	BL	1.0	1.0
386.307174904	0.5	scene1	0.133532424225	k078.jpg	1.0	1.0
389.306209497	0.5	COND	0.100223909714	k026.jpg	1.0	1.0
392.306226924	0.5	scene2	0.0835349481786	k085.jpg	1.0	1.0
395.306317065	0.5	COND		k026.jpg		0.0
398.30640991	0.5	scene2	0.166979154572	k085.jpg	1.0	1.0
401.306355825	0.5	baseline	0.400347582879	BL	1.0	1.0
406.807541477	0.5	face1	0.283659462584	k053.jpg	1.0	1.0
409.806543619	0.5	baseline	0.350261768792	BL	1.0	1.0
415.307600068	0.5	face2	0.166987868259	k025.jpg	2.0	1.0
418.306625346	0.5	COND	0.28360507777	k026.jpg	1.0	1.0
421.306665008	0.5	scene1	0.317121216562	k078.jpg	2.0	1.0
424.306783093	0.5	COND	0.166990872938	k026.jpg	1.0	1.0
427.306766567	0.5	face1	0.233643657994	k053.jpg	1.0	1.0
430.306774679	0.5	COND	0.367000307655	k026.jpg	2.0	1.0
433.3068519	0.5	scene2	0.433592397952	k085.jpg	1.0	1.0
436.30689036	0.5	COND	0.183642876684	k026.jpg	2.0	1.0
439.306954961	0.5	face2	0.0836518306751	k025.jpg	1.0	1.0
442.306970285	0.5	baseline	0.333638910553	BL	2.0	1.0
447.808137908	0.5	scene2	0.233639451326	k085.jpg	2.0	1.0
450.807125627	0.5	COND	0.383670640062	k026.jpg	2.0	1.0
453.807147562	0.5	face1	0.300294039189	k053.jpg	1.0	1.0
456.807192632	0.5	baseline	0.400313930237	BL	2.0	1.0
462.308378584	0.5	scene1	0.300294039189	k078.jpg	1.0	1.0
465.307317928	0.5	baseline	0.266990932985	BL	2.0	1.0
470.808387899	0.5	face2	0.316962568788	k025.jpg	1.0	1.0
473.80748559	0.5	baseline	0.2503100842	BL	2.0	1.0
479.308631579	0.5	scene1	0.633658921695	k078.jpg	1.0	1.0
482.307642434	0.5	COND	0.150332258898	k026.jpg	1.0	1.0
485.307679392	0.5	face1	0.533728270093	k053.jpg	2.0	1.0
488.307712444	0.5	COND	0.133621062618	k026.jpg	1.0	1.0
491.307691411	0.5	scene2	0.300289231702	k085.jpg	2.0	1.0
494.307744894	0.5	baseline		BL		0.0
499.810580122	0.5	scene2	0.0336219039746	k085.jpg	2.0	1.0
502.807859974	0.5	face1	0.600315853255	k053.jpg	2.0	1.0
505.809107522	0.5	face2	0.383652611868	k025.jpg	2.0	1.0
508.807875899	0.5	scene2	0.18365459505	k085.jpg	1.0	1.0
511.807984669	0.5	scene1	0.233752127271	k078.jpg	2.0	0.0
514.808035749	0.5	scene1	0.383673344273	k078.jpg	1.0	1.0
517.808104256	0.5	COND	0.483728991239	k026.jpg	2.0	1.0
520.808227148	0.5	face2	0.133667635382	k025.jpg	2.0	1.0
523.808122284	0.5	scene1	0.0335224487353	k078.jpg	1.0	1.0
526.808201307	0.5	face2	0.350341994083	k025.jpg	2.0	1.0
529.808275824	0.5	face1	0.183681336814	k053.jpg	1.0	1.0
532.808428462	0.5	scene1	0.16700619692	k078.jpg	1.0	0.0
535.808429363	0.5	COND	0.533599368762	k026.jpg	1.0	1.0
538.80843988	0.5	face1	0.116963650449	k053.jpg	1.0	1.0
541.808434171	0.5	face1	0.333705314319	k053.jpg	1.0	1.0
544.808504481	0.5	COND	0.350337186595	k026.jpg	1.0	1.0
547.808555861	0.5	scene2	0.133761381847	k085.jpg	1.0	1.0
550.808667335	0.5	face2	0.100340191275	k025.jpg	2.0	1.0
553.808729833	0.5	face1	0.400340672	k053.jpg	2.0	1.0
556.808770095	0.5	face2	0.366993997828	k025.jpg	2.0	1.0
559.808707598	0.5	baseline	0.0503156729974	BL	1.0	1.0
565.309805813	0.5	face1	0.316965272999	k053.jpg	2.0	1.0
568.308838602	0.5	face1	0.400301010115	k053.jpg	1.0	1.0
571.30886925	0.5	COND	0.433659402537	k026.jpg	1.0	1.0
574.30892664	0.5	scene1	0.433650688967	k078.jpg	2.0	1.0
577.30897802	0.5	face2	0.183743233443	k025.jpg	2.0	1.0
580.309011372	0.5	baseline	0.400376427802	BL	2.0	1.0
585.810073531	0.5	face2	0.0336991244694	k025.jpg	1.0	1.0
588.809156198	0.5	face2	0.566872127587	k025.jpg	1.0	1.0
591.809159504	0.5	face2	0.583621182828	k025.jpg	1.0	1.0
594.809263466	0.5	COND	0.283661265508	k026.jpg	2.0	1.0
597.809299522	0.5	scene1	0.200375706656	k078.jpg	1.0	1.0
600.809282395	0.5	COND	0.28365134995	k026.jpg	1.0	1.0
603.809390564	0.5	scene1	0.300297043868	k078.jpg	2.0	1.0
606.809424818	0.5	face1	0.250313990284	k053.jpg	1.0	1.0
609.809529982	0.5	face2	0.450345659861	k025.jpg	1.0	1.0
612.809495128	0.5	face1	0.400397761143	k053.jpg	2.0	1.0
615.809635447	0.5	baseline	0.000313389464281	BL	1.0	1.0
