onset	duration	trial_type	response_time	stim_file	resp	acc
6.29229747173	0.5	scene1	0.0169605857227	k050.jpg	2.0	1.0
9.29217397883	0.5	COND	0.367149340454	k027.jpg	1.0	0.0
12.2928527388	0.5	scene1	0.116923988564	k050.jpg	1.0	1.0
15.2928277999	0.5	baseline	0.350314050447	BL	1.0	1.0
20.7933452079	0.5	face2	0.383647203562	k082.jpg	1.0	0.0
23.7924765513	0.5	COND	0.116980476654	k027.jpg	2.0	1.0
26.7925014903	0.5	face1	0.200299988501	k022.jpg	2.0	1.0
29.7924711429	0.5	baseline	0.0670479020337	BL	1.0	1.0
35.2935522311	0.5	scene1	0.116953434423	k050.jpg	2.0	0.0
38.2925702978	0.5	COND	0.0836617462337	k027.jpg	1.0	1.0
41.2927199314	0.5	face1	0.183696059743	k022.jpg	2.0	1.0
44.2926634432	0.5	COND	0.317137141363	k027.jpg	2.0	0.0
47.2927271426	0.5	face2	0.0503246870358	k082.jpg	2.0	0.0
50.2927616966	0.5	COND	0.2336256298	k027.jpg	2.0	1.0
53.2928040628	0.5	scene2	0.000278534949757	k068.jpg	1.0	0.0
56.2928707669	0.5	baseline	0.216982039157	BL	1.0	1.0
61.7959193276	0.5	scene2	0.266892078682	k068.jpg	2.0	1.0
64.792952795	0.5	COND	0.200323124649	k027.jpg	1.0	0.0
67.7930194992	0.5	scene2	0.150320240064	k068.jpg	2.0	1.0
70.7931336775	0.5	baseline	0.300320780836	BL	2.0	1.0
76.2941420521	0.5	face2	0.0336648710072	k082.jpg	1.0	0.0
79.2931961751	0.5	COND	0.116997903911	k027.jpg	1.0	1.0
82.2933707478	0.5	face1	0.200310204411	k022.jpg	2.0	1.0
85.2932541656	0.5	baseline	0.150875807623	BL	1.0	1.0
90.795632079	0.5	face2	0.166996281361	k082.jpg	1.0	1.0
93.7934981467	0.5	COND	0.166966534918	k027.jpg	2.0	1.0
96.7934831233	0.5	face2	0.266996341408	k082.jpg	1.0	1.0
99.7934759119	0.5	baseline	0.333661746234	BL	1.0	1.0
105.294682897	0.5	scene2	0.166965333046	k068.jpg	1.0	1.0
108.293552832	0.5	COND	0.200453227735	k027.jpg	1.0	1.0
111.293614729	0.5	scene1	0.466996461735	k050.jpg	1.0	1.0
114.293798616	0.5	COND	0.200396739529	k027.jpg	1.0	0.0
117.293770973	0.5	face1	0.250390609959	k022.jpg	1.0	1.0
120.293800719	0.5	COND	0.233541798894	k027.jpg	2.0	1.0
123.293844888	0.5	face1	0.0670031320769	k022.jpg	2.0	1.0
