onset	duration	trial_type	response_time	stim_file	resp	acc
6.30092604605	0.5	face2	0.0836749668233	k082.jpg	1.0	1.0
9.30075748283	0.5	baseline	0.383647804381	BL	2.0	1.0
14.8018118294	0.5	face2	0.0836253893794	k082.jpg	2.0	1.0
17.8008599429	0.5	COND	0.150335564045	k027.jpg	2.0	1.0
20.8009578959	0.5	scene1	0.367000608123	k050.jpg	2.0	1.0
23.8009116236	0.5	COND	0.350294219446	k027.jpg	2.0	1.0
26.8010627595	0.5	face2	0.317079451284	k082.jpg	2.0	1.0
29.8010462338	0.5	COND	0.0836539339507	k027.jpg	1.0	1.0
32.8011574074	0.5	scene1	0.0503760672873	k050.jpg	1.0	1.0
35.8011210507	0.5	COND	0.417139905738	k027.jpg	2.0	1.0
38.8011510976	0.5	scene1	0.250215736916	k050.jpg	2.0	1.0
41.8012012759	0.5	COND	0.0836425161688	k027.jpg	2.0	1.0
44.8014680926	0.5	face2	0.116975669167	k082.jpg	2.0	1.0
47.8012824025	0.5	COND	0.400297103915	k027.jpg	1.0	1.0
50.801405595	0.5	scene1	0.283672082354	k050.jpg	2.0	1.0
53.8014353414	0.5	baseline	0.017027590191	BL	1.0	1.0
59.30242058	0.5	scene1	0.200187312555	k050.jpg	1.0	1.0
62.3015615384	0.5	COND	0.233636747114	k027.jpg	2.0	1.0
65.3014668907	0.5	scene1	0.316980596865	k050.jpg	1.0	1.0
68.3016462709	0.5	COND	0.30035864003	k027.jpg	2.0	1.0
71.3016588905	0.5	face1	0.183636266389	k022.jpg	2.0	1.0
74.3016501769	0.5	COND	0.233654474723	k027.jpg	2.0	1.0
77.3017222895	0.5	face2	0.333677671035	k082.jpg	1.0	1.0
80.3018466838	0.5	baseline	0.267053130199	BL	2.0	1.0
85.8029115466	0.5	scene2	0.0836401124252	k068.jpg	1.0	1.0
88.8019900076	0.5	COND	0.333662647638	k027.jpg	2.0	1.0
91.801883341	0.5	scene1	0.21698744758	k050.jpg	2.0	1.0
94.8019413315	0.5	baseline	0.117022542399	BL	2.0	1.0
100.30309934	0.5	face2	0.0503391094971	k082.jpg	1.0	1.0
103.302073538	0.5	COND	0.03372045781	k027.jpg	1.0	1.0
106.302157068	0.5	face2	0.0836133705452	k082.jpg	1.0	1.0
109.302222571	0.5	baseline	0.30028412363	BL	2.0	1.0
114.803260692	0.5	scene2	0.166975548957	k068.jpg	2.0	1.0
117.80227335	0.5	COND	0.267007458839	k027.jpg	1.0	1.0
120.802390533	0.5	scene2	0.0503123677336	k068.jpg	1.0	1.0
123.802436805	0.5	baseline	0.166978553752	BL	1.0	1.0
129.303517893	0.5	scene1	0.116868101177	k050.jpg	2.0	1.0
132.302541669	0.5	COND	0.250356957433	k027.jpg	1.0	1.0
135.302592148	0.5	scene2	0.483603995992	k068.jpg	1.0	1.0
138.302533256	0.5	COND	0.266975008184	k027.jpg	1.0	1.0
141.302607772	0.5	face2	0.0336378287757	k082.jpg	2.0	1.0
144.302698214	0.5	COND	0.0170402099611	k027.jpg	1.0	1.0
147.302683491	0.5	scene2	0.0669754889095	k068.jpg	1.0	1.0
150.302737575	0.5	baseline	0.0836779716192	BL	2.0	1.0
155.803979715	0.5	face1	0.0503439169843	k022.jpg	2.0	1.0
158.802858364	0.5	baseline	0.116966054193	BL	2.0	1.0
164.304019978	0.5	face2	0.133652311517	k082.jpg	1.0	1.0
167.303129086	0.5	COND	0.300228536944	k027.jpg	1.0	1.0
170.303002589	0.5	face1	0.266983721755	k022.jpg	2.0	1.0
173.303090626	0.5	COND	0.283617096371	k027.jpg	1.0	1.0
176.303161537	0.5	scene1	0.283706035349	k050.jpg	2.0	1.0
179.303119772	0.5	COND	0.400322643807	k027.jpg	2.0	1.0
