onset	duration	trial_type	response_time	stim_file	resp
6.010115296	0.5	face	0.600289411959	TMBmale18neutral.bmp	2.0
7.25053183048	0.5	face	0.466970020323	TMBmale21neutral.bmp	2.0
8.50043537992	0.5	face	0.533629716141	EMImale23neutral.bmp	2.0
9.7504948728	0.5	face	0.483626531088	Bmale_22.bmp	2.0
11.0005681873	0.5	face	0.667075004429	TMWfemale28neutral.bmp	1.0
12.2504984784	0.5	face	0.533635124681	TMBfemale20neutral.bmp	1.0
13.5006198679	0.5	face	0.550444574212	WWfemale29neutral.bmp	1.0
14.7506270793	0.5	face	0.566967676743	WBmale26-2neutral.bmp	2.0
16.0006862717	0.5	face	0.550294039189	EMWfemale24-2neutral.bmp	1.0
17.2506222717	0.5	face	0.516914012958	EMWfemale23neutral.bmp	1.0
18.5006081497	0.5	face	0.533632420469	TMAfemale27neutral.bmp	1.0
19.7506123562	0.5	face	0.616997002508	WWmale28-2neutral.bmp	2.0
21.0006643374	0.5	face	0.51697320526	WWfemale29neutral.bmp	1.0
22.2506802623	0.5	face	0.516840097494	TMBfemale19neutral.bmp	1.0
23.5006646379	0.5	face	0.533729772433	TMWfemale28-2neutral.bmp	1.0
24.750648112	0.5	face	0.700279556448	WWmale20-2neutral.bmp	2.0
26.0007115111	0.5	face	0.783596664551	TMWmale26-2neutral.bmp	2.0
27.2507890322	0.5	face	0.616945922724	EMImale28neutral.bmp	2.0
28.5008512293	0.5	face	0.683626350947	WWmale23-4neutral.bmp	2.0
29.7508470227	0.5	face	0.900288690813	TMWmale28neutral.bmp	2.0
31.000790835	0.5	math	0.53360267391	8	1.0
32.250785126	0.5	math	0.400283883326	3	1.0
33.5009017081	0.5	math	0.616941415705	9	2.0
34.75081968	0.5	math	0.466924048495	9	2.0
36.0008470227	0.5	math	0.533682899317	1	1.0
37.2510053699	0.5	math	0.466932762298	9	2.0
38.5009569945	0.5	math	0.416926872917	9	2.0
39.7508953982	0.5	math	0.73359408055	3	1.0
41.0009831353	0.5	math	0.566989010083	1	1.0
42.2510206939	0.5	math	0.43362004112	3	1.0
43.5103616808	0.5	scence	0.650312728365	s060.jpg	2.0
44.7511174449	0.5	scence	0.667197295232	s054.jpg	2.0
46.0009521869	0.5	scence	0.649042344536	w075.jpg	1.0
47.2509551917	0.5	scence	0.750288450392	s056.jpg	2.0
48.5011087314	0.5	scence	0.7336256298	s059.jpg	2.0
49.7511574074	0.5	scence	0.733631639159	s052.jpg	2.0
51.001068769	0.5	scence	0.716986546176	w069.jpg	1.0
52.2511562055	0.5	scence	0.566940033576	s060.jpg	2.0
53.5011655201	0.5	scence	0.833607361186	s055.jpg	2.0
54.7511018206	0.5	scence	0.650323545327	s057.jpg	2.0
56.0011138393	0.5	scence	0.700242298422	s070.jpg	2.0
57.2511450881	0.5	scence	0.716964311432	s056.jpg	2.0
58.5011613135	0.5	scence	0.600255158497	w069.jpg	1.0
59.7512643745	0.5	scence	0.500288450392	w069.jpg	1.0
61.0012857078	0.5	scence	0.665512564359	s065.jpg	2.0
62.2512144966	0.5	scence	0.750187793281	w075.jpg	1.0
63.5013436984	0.5	scence	0.700217659818	w053.jpg	1.0
64.7512412383	0.5	scence	0.650304315146	s072.jpg	2.0
66.0013533133	0.5	scence	0.683935533627	s052.jpg	2.0
67.2513439988	0.5	scence	0.916989070131	w074.jpg	1.0
68.5013088438	0.5	math	0.550283522811	7	2.0
69.7513554166	0.5	math	0.71691683738	2	1.0
71.0016492755	0.5	math	0.450321622309	1	1.0
72.2515960925	0.5	math	0.500478046481	3	1.0
73.5017249937	0.5	math	0.61696935934	4	1.0
74.7513989847	0.5	math	0.466916536912	9	2.0
76.0014960362	0.5	math	0.516939853318	1	1.0
77.2514122053	0.5	math	0.400276671979	8	2.0
78.5013524119	0.5	math	0.517068754532	7	2.0
79.7515152663	0.5	math	0.400279676775	9	2.0
81.0108769855	0.5	face	0.50037348317	TMHmale18neutral.bmp	2.0
82.2516135196	0.5	face	0.550283522694	WImale23-3neutral.bmp	2.0
83.5015720549	0.5	face	0.60033207864	TSFWfemale26neutral.bmp	1.0
84.7516652003	0.5	face	0.500264112372	WImale21-2neutral.bmp	2.0
86.001537501	0.5	face	0.533623105846	TMWmale22-3neutral.bmp	2.0
87.2515579328	0.5	face	0.666968938662	TMWmale20neutral.bmp	2.0
88.5015585338	0.5	face	0.784873959143	TMWfemale25neutral.bmp	1.0
89.7516570877	0.5	face	0.766905900324	TSFWfemale26neutral.bmp	1.0
91.001591285	0.5	face	0.517129749758	WWmale20-2neutral.bmp	2.0
92.2516748154	0.5	face	0.767107214662	TMWfemale24-2neutral.bmp	1.0
93.5017057637	0.5	face	0.650295301224	EMImale23-3neutral.bmp	2.0
94.7517325055	0.5	face	0.633625269169	EMWfemale23neutral.bmp	1.0
96.001663698	0.5	face	0.666955417488	TMWmale22-3neutral.bmp	2.0
97.2516994539	0.5	face	0.633609644719	EMImale24neutral.bmp	2.0
98.5017550407	0.5	face	0.566937629832	Wmale_23.bmp	2.0
99.7517087684	0.5	face	0.583583624219	TSFWmale23neutral.bmp	2.0
101.001783285	0.5	face	0.550255579175	EMImale24neutral.bmp	2.0
102.25176766	0.5	face	0.716978433542	TMBmale21neutral.bmp	2.0
103.50177998	0.5	face	0.766948566888	WAfemale22neutral.bmp	1.0
104.751776374	0.5	face	0.700287368731	TMBfemale19-3neutral.bmp	1.0
106.001872825	0.5	math	0.583565295557	6	2.0
107.25182535	0.5	math	0.4668940017	8	2.0
108.501895059	0.5	math	0.483610606403	7	2.0
109.751915792	0.5	math	0.600241336855	8	2.0
111.001865914	0.5	math	0.56696377066	8	2.0
112.251999623	0.5	math	0.517051627859	6	2.0
113.502224674	0.5	math	0.466982940561	8	2.0
114.751912487	0.5	math	0.733612709679	7	2.0
116.002015547	0.5	math	0.650296202628	2	1.0
117.251966571	0.5	math	0.916956619476	7	2.0
118.510910338	0.5	scence		s061.jpg	
119.752406157	0.5	scence	0.600279796869	s060.jpg	2.0
121.002073238	0.5	scence	0.600274088094	s063.jpg	2.0
122.252001425	0.5	scence	0.650232803542	s054.jpg	1.0
123.502059116	0.5	scence	0.650283582858	s072.jpg	2.0
124.752168186	0.5	scence	0.583602253348	s052.jpg	2.0
126.002178101	0.5	scence	0.533642035443	w076.jpg	1.0
127.252101782	0.5	scence	0.50027312641	w076.jpg	1.0
128.50219673	0.5	scence	0.633790827822	w062.jpg	1.0
129.752236392	0.5	scence	0.567020258866	s060.jpg	2.0
131.002167885	0.5	scence	0.566802118206	s060.jpg	2.0
132.252387528	0.5	scence	0.716824593255	w077.jpg	1.0
133.502259528	0.5	scence	0.566882944433	w078.jpg	1.0
134.752280261	0.5	scence	0.533598467358	w076.jpg	1.0
136.002256223	0.5	scence	0.566995620378	s060.jpg	2.0
137.252248111	0.5	scence	0.800291935913	w078.jpg	1.0
138.502257726	0.5	scence		s054.jpg	
139.752749293	0.5	scence	0.816940334043	s051.jpg	2.0
141.002455735	0.5	scence		s055.jpg	
142.252227378	0.5	scence	0.566931320005	s056.jpg	2.0
143.502270045	0.5	math	0.866966655129	4	1.0
144.752354176	0.5	math	0.633698884165	2	1.0
146.002320524	0.5	math	0.616898448556	8	2.0
147.252399547	0.5	math	0.41700078838	7	2.0
148.50238843	0.5	math	0.550316874869	3	1.0
149.752361387	0.5	math	0.433611627901	7	2.0
151.002528448	0.5	math	0.466764198965	9	2.0
152.25246535	0.5	math		3	
153.502332843	0.5	math	0.350258463528	6	2.0
154.752570514	0.5	math	0.583585427026	4	1.0
156.012685209	0.5	face	0.617055894574	WImale26neutral.bmp	2.0
157.252692204	0.5	face	0.617000608239	WHfemale18neutral.bmp	1.0
158.502534157	0.5	face	0.51704621932	EMWmale21neutral.bmp	2.0
159.752468655	0.5	face	0.600259064464	TMBfemale19-2neutral.bmp	1.0
161.002885406	0.5	face	0.46684532566	WWmale21-2neutral.bmp	2.0
162.25265735	0.5	face	0.633734940435	TMWfemale24-2neutral.bmp	1.0
163.502610477	0.5	face	0.633629175369	TMBfemale19neutral.bmp	1.0
164.752614683	0.5	face	0.550338809146	EMWmale21-2neutral.bmp	2.0
166.002630007	0.5	face	0.783609584672	EMIfemale25-2neutral.bmp	1.0
167.252697012	0.5	face	0.683635064517	EMWmale19-2neutral.bmp	2.0
168.502667866	0.5	face		WWmale20-2neutral.bmp	
169.752573218	0.5	face	0.40074089705	TMWmale26-2neutral.bmp	2.0
171.002771228	0.5	face	0.500300469226	EMWfemale24-2neutral.bmp	1.0
172.252717744	0.5	face	0.550207203487	WWfemale27neutral.bmp	1.0
173.502723753	0.5	face	0.800532010733	TMBfemale18-2neutral.bmp	1.0
174.752735472	0.5	face	0.833610065514	WHfemale18neutral.bmp	1.0
176.002815697	0.5	face	0.800353532075	TMWfemale25-3neutral.bmp	1.0
177.252850251	0.5	face	0.633598226937	TMWmale22-3neutral.bmp	2.0
178.50281149	0.5	face	0.816983000608	EMWfemale27-4neutral.bmp	1.0
179.752834026	0.5	face	0.716899410123	EMWfemale24-2neutral (1).bmp	1.0
181.002783246	0.5	math	0.80029974808	2	1.0
182.25289472	0.5	math	0.500327511458	1	1.0
183.502949406	0.5	math	0.566985704936	8	2.0
184.752907941	0.5	math	0.583548168885	9	2.0
186.002897425	0.5	math	0.733468183898	2	2.0
187.252858364	0.5	math	0.483610906755	8	2.0
188.503216523	0.5	math		1	
189.752893519	0.5	math	0.566930719069	9	2.0
191.002986964	0.5	math	0.600352209993	7	2.0
192.25306088	0.5	math	0.417023624061	7	2.0
193.512537979	0.5	scence	0.533536270144	w076.jpg	1.0
194.753210814	0.5	scence	0.566945441999	w062.jpg	1.0
196.002995378	0.5	scence	0.866867800709	s055.jpg	1.0
197.253085518	0.5	scence	0.517187439953	w074.jpg	1.0
198.503117969	0.5	scence	0.533628213801	s055.jpg	1.0
199.753135096	0.5	scence	0.817025366821	s068.jpg	2.0
201.003110457	0.5	scence	0.733621122781	s063.jpg	2.0
202.253217725	0.5	scence		w062.jpg	
203.503209913	0.5	scence	0.649042044068	s065.jpg	2.0
204.753159133	0.5	scence	0.600342895486	s059.jpg	1.0
206.003113462	0.5	scence	0.500280037289	w069.jpg	1.0
207.253141105	0.5	scence	0.483655376243	s059.jpg	2.0
208.503376673	0.5	scence	0.616948626935	s052.jpg	2.0
209.753225537	0.5	scence	0.633600029862	w073.jpg	1.0
211.003266701	0.5	scence	0.733601592248	s072.jpg	2.0
212.253196992	0.5	scence	0.700395838125	s056.jpg	2.0
213.503247471	0.5	scence	0.517016472877	s051.jpg	2.0
214.753294044	0.5	scence	0.566961667384	s057.jpg	2.0
216.003307265	0.5	scence	0.483489817707	w062.jpg	2.0
217.253362851	0.5	scence	0.499304413795	w075.jpg	1.0
218.503271509	0.5	math	0.866957340506	6	2.0
219.753312373	0.5	math	0.483613010147	8	2.0
221.003398908	0.5	math	0.43359720544	9	2.0
222.253324391	0.5	math	0.517019477673	2	1.0
223.503382081	0.5	math	0.550286827958	8	2.0
224.753398006	0.5	math	0.383653513389	8	2.0
226.003465311	0.5	math	0.550198189565	3	1.0
227.253366157	0.5	math	0.583637408214	1	1.0
228.503384786	0.5	math	0.833617577213	3	1.0
229.753399509	0.5	math	0.833581520943	6	2.0
231.012760026	0.5	face	0.700229678652	EMWmale23-4neutral.bmp	2.0
232.253834288	0.5	face	0.483622625005	TMWmale20neutral.bmp	2.0
233.50353502	0.5	face	0.633610245772	WWfemale27neutral.bmp	1.0
234.753520898	0.5	face	0.716989550856	TMBmale21-3neutral.bmp	2.0
236.003670231	0.5	face	0.733742812765	TMWfemale28-2neutral.bmp	1.0
237.253625161	0.5	face	0.567004033481	WImale24-2neutral.bmp	2.0
238.503773893	0.5	face	0.517020078492	WWmale23-6neutral.bmp	2.0
239.753664222	0.5	face	0.783664570539	WWfemale22neutral.bmp	1.0
241.003669631	0.5	face	0.517014970537	Wmale_23.bmp	2.0
242.253724316	0.5	face	0.700310805347	TMWfemale28-3neutral.bmp	2.0
243.503665123	0.5	face		TMBmale24neutral.bmp	
244.753594814	0.5	face	0.0170642475132	TMBmale18neutral.bmp	1.0
246.003659715	0.5	face	0.633641494554	WIfemale22neutral.bmp	2.0
247.253865236	0.5	face	0.616896345397	EMWfemale23neutral.bmp	1.0
248.503697875	0.5	face	0.500333821285	TMWfemale28-2neutral.bmp	1.0
249.753737536	0.5	face	0.566981197917	WWmale23neutral.bmp	2.0
251.00376518	0.5	face	0.566952953814	TMWfemale27neutral.bmp	1.0
252.253868541	0.5	face	0.650264653261	WWfemale26neutral.bmp	1.0
253.503862231	0.5	face	0.700291575282	TSFWmale21neutral.bmp	2.0
254.753998945	0.5	face	0.566841479624	TMBfemale19-3neutral.bmp	1.0
256.003813555	0.5	math	0.91700229072	4	1.0
